,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532218,-1.6257996059973727,1.0481524637879793,0.9356890228558159,-0.9173971911208767,1.0277828016346364,-0.8315387568468015,-1.4712378392212706,0.5151837567101525,0.4494978061058479,-1.2428653296897723,-0.16977154173897072,-0.8593278959332721,-0.26310506017287855,1.3611262092671115,-0.6554178052059572,0.8885248839463789,0.09972378231788044,-0.47060706164598043,0.012551823372852773,0.1923657583451268,0.19905456065958763,-0.502890736290541,0.2283371528157444,-0.3527442885183336,3
1,-4.3560738006722834,-0.0682890845960988,2.0161738789592554,1.51678255980142,0.41886415008818273,-0.5825346369820289,-1.714893885369871,0.026680837075226477,0.9852777261265777,0.8307246040106064,-1.7235565666115442,1.171481204490282,0.2655749883633096,0.2764253312481099,0.13361474257891398,-0.15766363626193544,0.5058845381894642,-0.35913419592114,0.4208030464384833,-0.9290580163248235,-0.495040584080986,0.30601854863834344,-0.8883671294954487,-0.23723598586239428,-0.7100424708480819,3
2,-4.243180593897775,2.560961621101443,4.363071909949574,-0.18253227544734707,-1.7738799941323447,-0.36287313879931377,-0.431527567941272,1.308031799711238,0.4497808964476164,1.957529967138821,0.18935495979816613,2.2900691037933765,-1.197807588810361,0.1311598406352184,0.7868889415959772,-1.267936470525133,-0.6246276084927396,0.5046827453754017,0.5591949379479823,0.08161800299329056,-0.2560915179478361,-0.24287228736992644,-0.43472444005323435,-0.356723825073286,0.6469960383195585,4
3,3.013748482440458,0.7259831169811196,2.3266720730715296,3.288182786445363,2.3095736025669273,1.9099851671963763,1.0831191552109996,-0.22678647572417784,-0.11298768769646111,-0.19113155606157997,-0.13919677632123567,-1.408615834027147,-0.38401990096419253,1.1510026166434475,0.5049615044176693,1.5581036815899378,-0.27350099218644325,0.8912814596989352,-1.5335828820389519,0.7000661880153833,0.11340176353335478,-0.18643848269771388,-0.566017099984925,-0.06606873024936799,-0.500048355324721,3
4,-4.246564872071693,5.966600449714759,-0.246302057348917,0.7899785226475736,2.096761255503193,-1.7123393665878244,0.7690247723747171,-0.5169497160801325,0.7885774242556126,1.1256382610100575,-1.6424601310549871,0.142827696287443,-0.7278650435412137,-0.051626048920702515,-1.5095159285817183,0.652273670091291,0.6141788039500236,-0.2957928475396053,0.970468556232979,-1.1799837743718784,0.7938592310678644,-0.10704606740134709,-0.21816737377285217,0.45697289805368946,-0.14789420816694876,3
5,-3.337251008789025,-1.7363754334267982,1.0909281202988177,-0.3737895039303185,-1.4838690322599821,-0.5640975174226227,-1.7118322330668954,1.1776294475661493,0.27605631174323014,1.3307524663797652,2.0130721316483804,1.679298416089852,1.5431334228601716,0.10692917646756091,1.1925520596630037,0.6094781185388382,0.3229102723097078,-0.060244851084942604,-0.6781069783718654,1.1507121027331022,0.3256114683341444,-0.25041691295486385,-0.3082205314315327,0.41104549075060376,-0.0907359336174141,4
6,-0.34280111047220285,4.416655794839526,-1.3269348641361791,1.2799355562059829,-0.5828017018310374,-0.08167674561635443,-0.8570998142442935,-0.5981980664046904,0.9379436495837462,0.3112662984278988,-1.125389995798768,1.332150735582627,-0.4790621084845681,-0.3893377717565983,-1.7873726922709774,-0.5291513320179522,0.4890406199325401,-0.2584317224537543,0.8835046382509165,-0.760546807542497,0.6604433014666209,0.09113044461021622,-0.35461009598464194,0.43125950605954605,-0.21099707709517124,3
7,-3.284098380596807,3.98875170044977,0.059009966999484034,-0.7409361204629067,-1.7106819493696381,-2.7414041449332927,0.5668557439105529,-1.4675847954852983,-0.9256534439597367,-1.0324167444945063,1.5705815935034009,0.6504429673448342,0.8048971414545236,-0.1911517745943212,0.49113856634859204,-0.10986645700827671,-0.9949815396623602,1.6421098015832638,-0.2479516117166312,-0.6344971087062841,0.13821034493205395,0.2604225946246106,0.2348608036324302,-1.1087886991645242,0.3623677570352709,3
8,-3.1340831093564883,6.285827528876224,0.4151201168911623,-0.852423228381836,-0.20543842608339805,-1.3144941459084085,1.8319538591093252,1.5641070963637764,-1.66499313524922,0.5661516853549164,-0.6283400417718978,0.49961702421360793,-0.06452968886227395,0.435370349868262,1.1202511536948438,-0.8775412595263242,-0.21157466017578655,-1.4588475048671796,0.8073654781438948,1.4731041642085148,0.6582076331931214,-0.7957829621579471,0.7759621129459334,-0.15199651985025578,-0.24284074179315063,3
9,-3.297545995820337,1.7473883679807531,-1.4383459893766868,-1.1794552286466504,1.1492139808723043,0.0444559416693613,-2.119581806893644,-0.5466358888723905,0.21021791947610188,-1.3555310609990325,1.2763376127971522,-0.03687842688216842,-0.002898060225305412,-0.00895443247921757,0.466237846637625,-0.11151834126570029,-1.0419659987512973,-0.6721838274577159,-0.7561794862356663,-0.18942963572979415,0.2659401120608315,0.07939552040480609,0.6698369065117419,-0.4287239680615529,0.42130169906599113,3
